o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
366629,1241,O,192321.53,1996-09-06,5-LOW,"Clerk#000000988",0,"ironic courts sleep at the final, express dependencies. "
366630,14659,F,195631.62,1994-12-17,2-HIGH,"Clerk#000000165",0,g braids. regular pearls above the f
366631,10189,F,202789.62,1994-09-09,4-NOT SPECIFIED,"Clerk#000000400",0,sly final instructions are. furiousl
366656,12004,O,310450.79,1996-07-18,2-HIGH,"Clerk#000000178",0,"quests. pending, regular packages cajole. careful"
366657,1240,F,36872.84,1993-08-08,1-URGENT,"Clerk#000000083",0,tect carefully across the evenly even accounts! bold theodolites alongside of
366658,4199,F,263442.15,1993-02-14,2-HIGH,"Clerk#000000788",0,uctions. blithely pending requests according to the carefully ironic ideas us
366659,2708,O,242630.30,1997-02-02,1-URGENT,"Clerk#000000060",0,final theodolites. even foxes after the even
366660,6389,F,48021.81,1994-02-23,3-MEDIUM,"Clerk#000000025",0,sts boost quickly fluffily express platelets. quickly 
366661,4720,O,158167.93,1996-08-22,1-URGENT,"Clerk#000000686",0,"unts haggle. even, unusual accounts sleep across the quickly express dep"
366662,773,F,29579.48,1994-02-11,2-HIGH,"Clerk#000000485",0,uctions. carefully brave accounts wake. slyly pendin
366663,13454,O,119516.51,1995-09-25,4-NOT SPECIFIED,"Clerk#000000627",0,xes. fluffily close deposits use regular d
366688,7486,F,250917.58,1993-12-25,4-NOT SPECIFIED,"Clerk#000000113",0,nusual accounts are fluffily ab
366689,8849,O,62651.57,1996-02-23,1-URGENT,"Clerk#000000803",0,rges. furiously pending deposits sleep carefully regular packages. req
366690,8179,F,75504.68,1995-05-03,4-NOT SPECIFIED,"Clerk#000000470",0,the furiously pending asymptotes breach against the furiously regula
366691,14855,O,28460.28,1995-09-21,4-NOT SPECIFIED,"Clerk#000000445",0,rding to the quickly pending packages haggle among th
366692,7619,O,219138.41,1998-04-30,5-LOW,"Clerk#000000823",0,ly according to the slyly silent platelets. platelets 
366693,11060,O,154799.56,1996-06-06,4-NOT SPECIFIED,"Clerk#000000969",0,s print. ironic instructions wake carefully according to the carefully regular
366694,5081,F,92566.22,1994-07-12,2-HIGH,"Clerk#000000060",0,s cajole across the furiously idle accounts. furiously express pa
366695,10687,O,10933.87,1998-06-11,1-URGENT,"Clerk#000000204",0,lets. ironic requests wake flu
366720,14332,F,205629.04,1994-08-28,5-LOW,"Clerk#000000070",0,ons cajole around the blithely pending 
366721,8485,F,39430.18,1992-10-11,5-LOW,"Clerk#000000314",0, depths are carefully pinto beans. warthogs wake alongside of the even c
366722,10553,O,46440.03,1995-06-15,3-MEDIUM,"Clerk#000000391",0,lphins are. carefully regular theodolites cajole carefully around the eve
366723,7990,O,152274.60,1997-09-25,4-NOT SPECIFIED,"Clerk#000000474",0,egrate blithely at the quickly stealthy packages
366724,11272,F,292604.22,1992-08-09,4-NOT SPECIFIED,"Clerk#000000810",0,endencies boost furiously 
366725,5828,O,100560.10,1997-11-19,2-HIGH,"Clerk#000000235",0,"s sleep quickly final deposits. even, silent sheaves sleep "
366726,2437,F,168823.94,1992-09-27,5-LOW,"Clerk#000000111",0,nic deposits affix along the carefully bli
366727,4759,O,59732.79,1995-11-10,2-HIGH,"Clerk#000000605",0,theodolites above the blithely bold packages print b
366752,14272,F,235770.30,1993-06-24,2-HIGH,"Clerk#000000849",0,l packages lose furiously above the ironic packages. regular courts sle
366753,6760,O,129510.64,1996-04-09,4-NOT SPECIFIED,"Clerk#000000881",0,he furiously final d
366754,11155,F,177351.11,1994-06-04,1-URGENT,"Clerk#000000871",0,the blithely regular requests h
366755,4711,F,126412.62,1993-05-10,1-URGENT,"Clerk#000000349",0, requests detect carefully across the carefully final attainments. slyly u
366756,3778,F,39195.84,1994-06-10,2-HIGH,"Clerk#000000273",0,s are carefully against the blit
366757,4204,F,195100.57,1995-03-11,1-URGENT,"Clerk#000000960",0,lly even instructions eat according to t
366758,8479,O,211845.90,1998-01-20,1-URGENT,"Clerk#000000765",0,as. slyly ironic theodolites are quickly. regular requests cajole carefull
366759,14636,O,122046.32,1995-05-04,1-URGENT,"Clerk#000000930",0,"s cajole ironic, bold requests. accounts sleep. blithely"
366784,2665,O,107982.80,1996-09-14,4-NOT SPECIFIED,"Clerk#000000863",0,s. slyly express accounts abo
366785,10888,F,4055.48,1995-01-25,2-HIGH,"Clerk#000000616",0,"onic, ironic packages. unusual, final foxes wake special e"
366786,2116,O,254896.50,1995-10-09,3-MEDIUM,"Clerk#000000944",0,wake slyly against the regular dependencies. even asymptotes
366787,4966,F,272743.26,1993-11-06,1-URGENT,"Clerk#000000945",0,y even requests. enticingly ironic ideas haggle furiously quic
366788,8341,F,274033.40,1992-02-11,2-HIGH,"Clerk#000000426",0," final accounts use foxes. ironic asymptotes above the ironic, pend"
366789,11998,O,169199.98,1996-12-17,2-HIGH,"Clerk#000000230",0,ep fluffily. blithely final depe
366790,3880,F,96531.47,1994-07-02,1-URGENT,"Clerk#000000277",0,"-- regular, pending theodolites cajole fluffily brave grouches. qui"
366791,6856,F,185260.56,1992-08-12,1-URGENT,"Clerk#000000212",0,he slyly regular deposits. blithely express
366816,7819,O,176935.85,1995-12-19,4-NOT SPECIFIED,"Clerk#000000114",0,ges. bold packages wake asympto
366817,12406,O,14210.42,1996-04-16,1-URGENT,"Clerk#000000352",0,hes-- theodolites shall are qui
366818,4600,O,134268.55,1996-05-29,3-MEDIUM,"Clerk#000000207",0,o beans believe quickly. qui
366819,7514,O,326824.52,1997-08-24,1-URGENT,"Clerk#000000439",0,ily carefully final packages. even excuses about the fluffily ironic foxe
366820,9211,F,219339.68,1992-12-10,1-URGENT,"Clerk#000000891",0,"even, regular theodolites are unusual deposits; unusual"
366821,11077,F,48702.79,1993-11-21,5-LOW,"Clerk#000000943",0,p. quickly even requests affix. blithely final deposits engage 
366822,6448,O,168262.38,1995-06-30,2-HIGH,"Clerk#000000183",0, after the express accounts? slow idea
366823,4672,O,37802.17,1996-11-17,3-MEDIUM,"Clerk#000000592",0,e carefully. carefully final deposits thrash. foxes need
366848,10627,F,124301.52,1992-10-04,2-HIGH,"Clerk#000000789",0,ackages along the foxes sleep thin
366849,6400,O,179238.83,1995-09-05,2-HIGH,"Clerk#000000055",0,carefully pending requests nag quickly final theodolites
366850,14098,F,43573.60,1994-05-12,1-URGENT,"Clerk#000000963",0,nusual theodolites sleep against the
366851,1807,F,56700.97,1995-01-08,4-NOT SPECIFIED,"Clerk#000000315",0,"ent ideas wake fluffily final deposits. regular, even fo"
366852,4249,F,59268.43,1993-05-14,3-MEDIUM,"Clerk#000000579",0,e even foxes haggle quickly slyl
366853,2608,F,209015.13,1994-01-16,1-URGENT,"Clerk#000000248",0," slow, final accounts. slyly express accounts"
366854,14719,F,49918.22,1993-05-22,2-HIGH,"Clerk#000000446",0,n packages. deposits among the packages cajole 
366855,7169,F,61471.38,1992-03-14,2-HIGH,"Clerk#000000267",0,ses wake. depths sleep. packages wake slyly. blithely special asymptotes 
366880,9122,F,168536.01,1992-12-14,5-LOW,"Clerk#000000940",0,neath the blithely 
366881,7007,O,7349.23,1998-07-05,4-NOT SPECIFIED,"Clerk#000000470",0,"xpress decoys sleep final deposits. regular, unusual dolphins "
366882,11479,F,70611.67,1993-09-11,4-NOT SPECIFIED,"Clerk#000000700",0,ng the quickly even instructions. slyly ironic pinto bean
366883,3581,O,3728.75,1998-05-16,3-MEDIUM,"Clerk#000000654",0,accounts. quickly regular asymptotes haggle above the final instructions. 
366884,539,O,228219.54,1997-05-07,1-URGENT,"Clerk#000000021",0, print carefully. final pinto beans sleep furiously pending a
366885,14575,O,82071.28,1997-05-01,1-URGENT,"Clerk#000000138",0,posits haggle slyly across the packages? silent dolphin
366886,1154,O,78635.46,1998-04-20,5-LOW,"Clerk#000000918",0,to beans. fluffily regular accounts affix carefully special deposits
366887,6346,F,41061.22,1993-07-07,5-LOW,"Clerk#000000313",0,"arthogs. carefully final accounts around the even, speci"
366912,160,O,79695.98,1996-10-12,4-NOT SPECIFIED,"Clerk#000000476",0,kages. blithely regular ideas a
366913,4027,F,79952.35,1993-12-30,2-HIGH,"Clerk#000000788",0,xpress ideas haggle quickly. blithely unusual theodol
366914,13096,F,192610.70,1994-02-20,4-NOT SPECIFIED,"Clerk#000000395",0,dependencies. final frets haggle slyly along the fluffily regular foxes. 
366915,5380,F,89882.13,1994-04-11,1-URGENT,"Clerk#000000936",0,posits haggle quickly pinto beans. blithely even pinto beans haggle. brave
366916,4594,F,44842.41,1992-08-01,2-HIGH,"Clerk#000000943",0, platelets will nag slyly blithely silent 
366917,2644,O,147695.27,1995-12-23,3-MEDIUM,"Clerk#000000681",0,ole furiously furiously even requests. silently
366918,13864,O,260256.03,1998-04-16,2-HIGH,"Clerk#000000178",0,"ely unusual ideas. regular, special accounts haggle. slyly "
366919,11098,O,27441.68,1997-04-08,1-URGENT,"Clerk#000000146",0,into beans after the 
366944,9091,F,120107.24,1992-02-12,1-URGENT,"Clerk#000000651",0,nstructions. patterns maintain thr
366945,8774,O,190155.84,1995-12-03,2-HIGH,"Clerk#000000112",0,"olphins. slyly express accounts wake according to the final, unusual "
366946,10228,O,147089.70,1995-10-06,3-MEDIUM,"Clerk#000000217",0,y regular sentiments cajo
366947,8377,O,126348.59,1997-01-25,3-MEDIUM,"Clerk#000000672",0,slyly final accounts nag slyly after the 
366948,2503,O,201777.90,1996-09-28,1-URGENT,"Clerk#000000726",0,iously final sheaves at the slyly even acco
366949,4972,O,27250.46,1997-06-11,1-URGENT,"Clerk#000000046",0,uriously special pinto
366950,14111,O,203300.12,1996-04-06,2-HIGH,"Clerk#000000317",0,inst the special pinto
366951,1702,O,138484.95,1997-04-06,3-MEDIUM,"Clerk#000000910",0,e blithely regular requests. bold theodolites wake blithely accord
366976,4145,F,79429.99,1994-06-10,2-HIGH,"Clerk#000000799",0, silent packages. fluffily even pinto beans sle
366977,5015,O,59276.27,1995-07-29,5-LOW,"Clerk#000000987",0,beans promise furiously regular requests? quickly silent ideas 
366978,10624,F,132291.85,1993-01-25,1-URGENT,"Clerk#000000293",0,al excuses cajole furiously alongside of the carefully ironic packages. 
366979,14051,O,20860.29,1995-12-28,3-MEDIUM,"Clerk#000000135",0,times ironic instructions. sl
366980,7096,F,258822.48,1992-04-13,1-URGENT,"Clerk#000000117",0,s detect carefully. i
366981,3223,F,88317.95,1992-11-17,3-MEDIUM,"Clerk#000000633",0,to the deposits. packages according to the bli
366982,5014,O,28076.77,1997-09-09,1-URGENT,"Clerk#000000369",0, affix theodolites. slyly permanent dependenc
366983,11968,F,14217.70,1992-04-01,1-URGENT,"Clerk#000000039",0,romise before the even dependencies. express requests use slyly. b
367008,10414,O,97737.93,1995-07-20,4-NOT SPECIFIED,"Clerk#000000014",0, accounts wake carefully final accounts. blithely bold asymptotes will have
367009,14543,F,144197.90,1994-02-02,1-URGENT,"Clerk#000000933",0,e quickly silent pinto bea
367010,2644,O,101921.95,1996-06-17,2-HIGH,"Clerk#000000190",0,ly unusual deposits wake toward the blithely regular t
367011,5765,F,55939.78,1993-02-05,3-MEDIUM,"Clerk#000000673",0,arefully regular requests from the unusual 
367012,1190,F,147470.03,1993-02-05,2-HIGH,"Clerk#000000900",0,ven requests? even instructions cajole according to the even warhorses
367013,2257,P,236811.76,1995-04-02,1-URGENT,"Clerk#000000982",0, the blithely bold accou
367014,11566,O,179564.96,1995-12-26,5-LOW,"Clerk#000000197",0,thely. furiously express packages int
367015,9043,F,62192.44,1993-10-07,5-LOW,"Clerk#000000679",0,ending accounts along the requests wake carefully quickly regula
367040,11747,O,182449.74,1998-04-23,4-NOT SPECIFIED,"Clerk#000000826",0,e regularly regular asymptotes. deposits haggle unus
367041,9086,F,175596.17,1994-10-03,3-MEDIUM,"Clerk#000000164",0,"the ironic, ironic packages haggle about the furiou"
367042,2002,O,153263.87,1998-06-26,5-LOW,"Clerk#000000894",0,into beans. furiously final accounts sleep 
367043,14416,F,244161.69,1993-06-05,1-URGENT,"Clerk#000000871",0,ages detect furiously quickly even ideas. slyly ironic deposits s
367044,8779,F,203315.46,1992-05-01,4-NOT SPECIFIED,"Clerk#000000693",0, dependencies wake theodolites. slyly
367045,12772,F,294264.93,1994-05-25,1-URGENT,"Clerk#000000016",0,onic instructions solve after the blithely 
367046,4774,F,26130.73,1992-07-15,5-LOW,"Clerk#000000388",0,y blithely even deposits: slyly regular deposits according to the reg
367047,3599,O,136942.17,1997-05-24,3-MEDIUM,"Clerk#000000382",0,"ts detect blithely along the pending, pending ideas. sl"
367072,12622,O,175303.40,1997-04-12,2-HIGH,"Clerk#000000611",0,hins sleep theodolites. furiously regular accounts after the carefully
367073,3125,F,30747.81,1995-05-11,3-MEDIUM,"Clerk#000000545",0,ts about the carefully regular accounts doze quickly ir
367074,10922,O,62786.06,1995-11-20,4-NOT SPECIFIED,"Clerk#000000912",0,ly ironic excuses. carefully regul
367075,6142,F,288110.05,1993-07-03,2-HIGH,"Clerk#000000814",0,thely pending packages are blithely fluffily special foxes. request
367076,10615,F,101509.44,1992-09-27,2-HIGH,"Clerk#000000723",0,nst the carefully final reque
367077,3478,O,150067.45,1996-10-02,1-URGENT,"Clerk#000000361",0,rbits. slyly regular pac
367078,8857,O,110534.03,1996-05-03,2-HIGH,"Clerk#000000140",0,ully ironic requests haggle silent foxes. quiet a
367079,3545,O,34700.47,1996-05-12,5-LOW,"Clerk#000000334",0,t quickly evenly final foxes. requests cajole slyly among the furiously reg
367104,9325,F,37059.27,1994-10-03,3-MEDIUM,"Clerk#000000159",0,. quickly express ideas are f
367105,2546,F,99627.75,1993-07-06,1-URGENT,"Clerk#000000745",0,ourts haggle carefully slyly
367106,4006,F,156629.72,1993-02-25,5-LOW,"Clerk#000000001",0,uests are alongside of the blithely regular courts.
367107,8452,F,185345.54,1992-12-28,4-NOT SPECIFIED,"Clerk#000000877",0,"vely. furiously bold requests haggle carefully ironic, final pains. ruth"
367108,4702,O,134167.14,1997-02-26,3-MEDIUM,"Clerk#000000599",0,eep furiously. regular accou
367109,3259,O,202305.15,1995-09-03,5-LOW,"Clerk#000000702",0,nto beans are bravely silent deposits. excu
367110,5857,O,181153.94,1995-05-24,2-HIGH,"Clerk#000000799",0,beans should cajole furiously. final requests need to are 
367111,11308,F,28080.35,1992-07-03,2-HIGH,"Clerk#000000560",0,about the blithely final instructions. excuses sleep reg
367136,7846,F,147177.77,1993-12-02,2-HIGH,"Clerk#000000353",0, across the blithely regular ideas detect blithely iron
367137,6922,F,228220.17,1993-08-25,2-HIGH,"Clerk#000000532",0,egular deposits are carefully. quickly bold
367138,8564,F,44281.26,1993-03-21,2-HIGH,"Clerk#000000607",0,sual foxes. carefully regular pinto beans sleep.
367139,14230,F,127262.71,1992-10-07,2-HIGH,"Clerk#000000847",0,ndencies cajole slyly. requests s
367140,10660,O,176175.69,1997-09-07,4-NOT SPECIFIED,"Clerk#000000965",0,rls. pinto beans sleep carefully furiously busy accounts. carefully special ac
367141,4324,F,125467.87,1995-02-08,3-MEDIUM,"Clerk#000000862",0,y about the pending packages. ironic accounts sleep furiously. quickly u
367142,9859,F,271464.16,1993-02-16,5-LOW,"Clerk#000000942",0,ncies are carefully
367143,9391,O,199573.40,1997-07-29,5-LOW,"Clerk#000000384",0,ording to the evenly bold d
367168,6095,F,85864.58,1993-09-05,2-HIGH,"Clerk#000000042",0,s after the pinto beans are furiously regular theodolites. quickly even r
367169,442,O,4351.72,1996-10-16,4-NOT SPECIFIED,"Clerk#000000183",0, ironically even packages haggle quickly blithely 
367170,13235,O,92846.19,1995-12-31,4-NOT SPECIFIED,"Clerk#000000481",0, fluffy braids solve. regular packages about the furiously special in
367171,9371,F,5406.22,1993-09-02,4-NOT SPECIFIED,"Clerk#000000894",0,egular theodolites are fin
367172,1120,F,5560.95,1992-05-07,1-URGENT,"Clerk#000000503",0,packages. carefully even packages haggle carefully bold accounts. sly
367173,50,F,169511.60,1993-08-23,1-URGENT,"Clerk#000000667",0,"o beans. regular, final frets above the furiously unus"
367174,13561,O,201384.65,1996-04-13,4-NOT SPECIFIED,"Clerk#000000727",0,ackages above the furiously express accounts sleep blithely ironic
367175,9782,O,191229.88,1997-06-25,2-HIGH,"Clerk#000000140",0," ironic, regular foxes. bold sauternes affix "
367200,556,F,185340.73,1994-08-26,5-LOW,"Clerk#000000300",0,egular deposits affix blithely according to the quickly ironic d
367201,6988,F,66698.67,1994-07-22,3-MEDIUM,"Clerk#000000534",0,ckly final packages detect slyly. furiously 
367202,2359,O,191170.95,1997-08-08,5-LOW,"Clerk#000000087",0,"atelets are. special, ironi"
367203,6038,O,196873.26,1996-05-07,2-HIGH,"Clerk#000000846",0,s haggle quickly. furiously unusual pac
367204,2510,F,261700.76,1992-07-03,2-HIGH,"Clerk#000000787",0,lyly final foxes. fluffily bold deposits haggle si
367205,12223,F,66651.39,1993-02-27,4-NOT SPECIFIED,"Clerk#000000973",0,lent pinto beans are even instructions. unusual accounts haggle. blithely 
367206,3371,O,289807.56,1997-04-24,4-NOT SPECIFIED,"Clerk#000000405",0,sly ironic courts are against t
367207,11258,O,220457.79,1997-02-25,2-HIGH,"Clerk#000000270",0,the blithely bold foxes.
367232,6010,O,56689.52,1996-06-27,3-MEDIUM,"Clerk#000000436",0,dolites integrate furiously against the furiously final 
367233,5684,F,218594.30,1993-07-20,3-MEDIUM,"Clerk#000000629",0,"h quickly. ironic, ironic packages"
367234,1846,F,13764.83,1992-06-05,4-NOT SPECIFIED,"Clerk#000000423",0,"across the idle, bold accounts. ironic, un"
367235,4643,F,92496.68,1994-07-06,3-MEDIUM,"Clerk#000000888",0,blate above the slyly bold asymptotes. slyl
367236,3247,F,120852.92,1994-11-18,3-MEDIUM,"Clerk#000000371",0,n ideas. quickly final accounts doubt. fluffily final request
367237,730,F,102315.47,1995-01-14,4-NOT SPECIFIED,"Clerk#000000610",0,uffily permanent packages. even theo
367238,11356,O,290586.62,1996-01-30,1-URGENT,"Clerk#000000987",0, even deposits integrate blithely according to the
367239,11552,O,172812.40,1996-01-10,5-LOW,"Clerk#000000665",0," the sly, unusual pa"
367264,1421,F,21767.84,1992-07-25,5-LOW,"Clerk#000000404",0,encies. regular accounts doubt furiously.
367265,9125,F,214245.76,1992-07-01,5-LOW,"Clerk#000000187",0,onic theodolites about the pending requests cajole among
367266,3596,O,113181.56,1998-02-10,1-URGENT,"Clerk#000000371",0,ades are across the boldly regular platelets. slyly ironic accounts affix fu
367267,6772,O,164792.46,1998-04-10,5-LOW,"Clerk#000000703",0,fully pending packages. carefully ironic foxes sleep blithely fi
367268,10420,O,171011.49,1995-09-24,3-MEDIUM,"Clerk#000000719",0,ly even ideas sleep blithely. blithely
367269,14905,F,176361.56,1992-09-05,4-NOT SPECIFIED,"Clerk#000000806",0,uests sleep carefull
367270,13414,O,239974.34,1995-07-03,5-LOW,"Clerk#000000715",0,thely pending ideas haggle fluffily across the slyly
367271,12740,F,178430.99,1992-11-16,1-URGENT,"Clerk#000000148",0,hely pending requests 
367296,7915,F,88954.35,1992-06-01,1-URGENT,"Clerk#000000031",0,atelets. furiously even packages serve after the ironic
367297,13285,F,63625.20,1995-01-09,4-NOT SPECIFIED,"Clerk#000000074",0,l pinto beans? fluffily final in
367298,3484,O,79737.64,1997-04-26,1-URGENT,"Clerk#000000481",0,aggle across the blithely regular packages; unusual pinto beans cajole. 
367299,9427,O,121454.26,1997-07-18,1-URGENT,"Clerk#000000255",0,ully silent packages sleep. quickly reg
367300,5986,O,278220.33,1996-02-16,3-MEDIUM,"Clerk#000000357",0,s. furiously bold Tiresias boost fluffily. slyly ir
367301,9866,O,69168.81,1997-10-01,1-URGENT,"Clerk#000000666",0,y quickly silent asymptotes. furiously eve
367302,10889,O,23691.17,1998-04-25,5-LOW,"Clerk#000000009",0,"s sleep. special, regular dependencies for the ironic pinto beans cajole clos"
367303,12856,O,13314.38,1997-12-15,1-URGENT,"Clerk#000000290",0,ong the slyly ironic inst
367328,985,O,149738.21,1998-01-22,1-URGENT,"Clerk#000000679",0,uests boost fluffily spec
367329,1636,O,119736.87,1997-04-25,5-LOW,"Clerk#000000582",0,dependencies. slyly express re
367330,6107,O,5233.99,1997-08-12,5-LOW,"Clerk#000000304",0,gle idly among the sometimes regular packages. packages x-ra
367331,7039,O,245668.80,1998-06-02,2-HIGH,"Clerk#000000617",0,uietly regular pinto beans sublate across the special requests-
367332,14074,O,142053.30,1996-08-16,3-MEDIUM,"Clerk#000000187",0,ilent packages. carefully final deposits are between the r
367333,5968,F,47633.92,1994-09-03,2-HIGH,"Clerk#000000903",0, foxes. furiously ironic req
367334,11485,F,172830.51,1992-06-30,5-LOW,"Clerk#000000945",0,dolites among the blithely unu
367335,11075,F,84179.69,1993-10-28,4-NOT SPECIFIED,"Clerk#000000738",0,kages. regularly express deposits sleep silently quickly fi
367360,13208,F,154893.41,1994-06-05,1-URGENT,"Clerk#000000329",0,"endencies. requests breach. regular, regular packa"
367361,4525,O,102284.91,1997-07-18,5-LOW,"Clerk#000000484",0,s cajole about the carefully regular deposit
367362,8179,O,239353.52,1997-03-21,3-MEDIUM,"Clerk#000000499",0, furiously even packages ac
367363,4418,F,307545.90,1992-08-01,2-HIGH,"Clerk#000000828",0,de of the carefully final accounts. slyly regular
367364,2114,O,123277.00,1997-02-06,1-URGENT,"Clerk#000000093",0,ilent foxes run fluffily. quickly furious pin
367365,9692,F,176447.79,1994-05-12,5-LOW,"Clerk#000000380",0,sly packages sleep after 
367366,731,O,268830.26,1995-07-24,1-URGENT,"Clerk#000000022",0,l excuses. regular requests nag carefully.
367367,619,O,56406.53,1996-05-07,3-MEDIUM,"Clerk#000000715",0,ly final excuses alongside of the blithely 
367392,5836,O,60992.12,1996-09-01,3-MEDIUM,"Clerk#000000256",0, the blithely express foxes cajole carefully across the ide
367393,961,O,44639.07,1996-05-23,3-MEDIUM,"Clerk#000000354",0,usly along the even packages. finally ironic foxes boost slyly; ironic pl
367394,3538,O,34469.38,1997-08-03,3-MEDIUM,"Clerk#000000943",0,lar accounts. special theodolites 
367395,10285,F,135849.45,1992-07-14,1-URGENT,"Clerk#000000049",0, outside the carefu
367396,13192,F,49375.75,1992-07-25,4-NOT SPECIFIED,"Clerk#000000457",0,"the ironic, bold deposits haggle "
367397,2045,O,121847.75,1995-07-22,4-NOT SPECIFIED,"Clerk#000000138",0,times pending instructions 
367398,6748,F,175428.26,1993-11-09,4-NOT SPECIFIED,"Clerk#000000210",0,lly for the blithely even accounts. 
367399,5149,F,165664.27,1994-08-06,3-MEDIUM,"Clerk#000000797",0,ntegrate quickly. carefully even deposits sleep quickly silent foxes. furiousl
367424,4769,F,100099.32,1994-02-12,1-URGENT,"Clerk#000000075",0,"ironic, even instructions about the speci"
367425,6659,F,153659.51,1992-02-14,5-LOW,"Clerk#000000432",0," foxes? even, unusual dependencies against t"
367426,11219,O,99113.58,1995-07-08,4-NOT SPECIFIED,"Clerk#000000193",0,nal accounts cajole against the packages.
367427,11671,O,156247.01,1995-08-07,4-NOT SPECIFIED,"Clerk#000000036",0,egular packages haggle b
367428,12670,O,28986.95,1996-03-09,4-NOT SPECIFIED,"Clerk#000000388",0,usly even ideas. carefull
367429,10678,O,116750.26,1997-02-10,3-MEDIUM,"Clerk#000000463",0,symptotes wake carefully fluffy accounts. slyly regular accounts
367430,14342,P,171670.06,1995-05-01,2-HIGH,"Clerk#000000592",0,ide of the blithely final foxes. daringly express accounts along the s
367431,5777,O,208673.64,1995-12-25,5-LOW,"Clerk#000000540",0," the furiously regular accounts sleep unusual, ironic ac"
367456,9745,F,148619.12,1994-04-03,4-NOT SPECIFIED,"Clerk#000000345",0,regular theodolites affix carefully.
367457,11362,O,272446.92,1998-04-16,1-URGENT,"Clerk#000000272",0,egular asymptotes around the stealthily ironic sauternes caj
367458,10267,F,215272.17,1995-01-22,4-NOT SPECIFIED,"Clerk#000000894",0,ress packages. final theodolites nod furiously along 
367459,12955,O,212661.89,1995-11-02,5-LOW,"Clerk#000000072",0,ackages along the regu
367460,14297,F,96498.32,1993-01-26,3-MEDIUM,"Clerk#000000544",0,ckages haggle furiously among the ironic ideas. furiously pendi
367461,9919,F,185960.78,1993-10-16,5-LOW,"Clerk#000000740",0,"y platelets. furiously pending pinto beans wake slyly pending, eve"
367462,8899,O,178839.52,1996-12-13,4-NOT SPECIFIED,"Clerk#000000444",0,r platelets wake. blithely regular packages alongside of the ir
367463,514,O,175600.89,1995-10-06,3-MEDIUM,"Clerk#000000645",0,lithely even accounts are abo
367488,2572,F,98957.83,1992-12-07,2-HIGH,"Clerk#000000665",0, final pearls eat furiously pending packages-- slyly
367489,11303,O,51579.34,1996-04-19,1-URGENT,"Clerk#000000351",0,usual accounts boost blithely among the final instructions. blithely regular 
367490,1349,O,80321.81,1997-03-17,1-URGENT,"Clerk#000000930",0,sits. slyly ironic pinto beans hinder blithely above the quickly expres
367491,1763,O,36011.59,1997-06-05,5-LOW,"Clerk#000000185",0,s detect blithely carefully regular asymptotes. blithely even inst
367492,11722,O,146044.87,1998-02-20,4-NOT SPECIFIED,"Clerk#000000112",0," the ideas. even, even requests boost carefully express pinto beans! ir"
367493,5677,F,81169.60,1993-11-09,3-MEDIUM,"Clerk#000000397",0,"ns. unusual requests cajole quickly after the regular, ex"
367494,11491,O,92830.36,1996-05-03,1-URGENT,"Clerk#000000315",0,quests. slyly ironic exc
367495,8692,O,78129.40,1995-10-03,2-HIGH,"Clerk#000000665",0,"nic accounts are slyly. even, ironic foxes det"
367520,514,F,191811.00,1994-08-02,4-NOT SPECIFIED,"Clerk#000000794",0,t above the carefully express foxes. unusual foxes affix sl
367521,3718,O,250588.83,1995-07-28,5-LOW,"Clerk#000000452",0,n frets. slyly regula
367522,7580,F,38867.04,1992-03-22,5-LOW,"Clerk#000000082",0,"ptotes. regular, bold requests are blithely"
367523,1924,O,215486.80,1996-09-03,3-MEDIUM,"Clerk#000000023",0,lar instructions haggle carefully final packages. f
367524,9751,F,249731.44,1993-11-02,1-URGENT,"Clerk#000000651",0,he quickly bold accounts. furiously even requests boost. rut
367525,763,O,147200.29,1998-02-02,2-HIGH,"Clerk#000000442",0,special sauternes wake upon the blithely ironic instructions. re
367526,13211,O,278987.95,1997-04-11,1-URGENT,"Clerk#000000954",0,deposits about the regular courts sleep furi
367527,3286,O,18220.54,1997-02-22,1-URGENT,"Clerk#000000877",0,"ckages across the regular, unusual platelets use slyly according t"
367552,7046,F,94635.86,1994-03-01,1-URGENT,"Clerk#000000404",0,t the blithely final ideas grow according to the pending ideas. fu
367553,14738,O,25346.79,1997-03-10,2-HIGH,"Clerk#000000934",0, instructions affix slyly
367554,13169,F,57931.13,1994-02-21,2-HIGH,"Clerk#000000471",0,rs integrate fluffily quickly regular deposits. quickly special pinto bean
367555,14387,O,103320.15,1998-07-12,5-LOW,"Clerk#000000513",0,"ggle carefully. quickly ironic accounts haggle busily even, ironic r"
367556,13198,O,16370.10,1996-10-17,5-LOW,"Clerk#000000968",0,ly final accounts boo
367557,11302,F,120994.28,1993-01-19,5-LOW,"Clerk#000000296",0,s. ideas nag carefully. regular requests across the ironi
367558,5015,O,89549.89,1996-05-30,4-NOT SPECIFIED,"Clerk#000000409",0,. slyly bold instructions use slyly after the carefully unusual 
367559,1306,O,143110.63,1997-07-10,4-NOT SPECIFIED,"Clerk#000000795",0,"ly bold packages. express, even deposits around the regular requests "
367584,6271,F,53145.07,1994-02-19,3-MEDIUM,"Clerk#000000132",0,ents. ruthlessly regular requests affix furiously blithe
367585,12233,F,75074.72,1994-09-29,3-MEDIUM,"Clerk#000000293",0,ns serve regular theodolites. fluffily final pa
